State,Year,Education Level of Mother,Education_Level_Code,Number_of_Births,Average_Age_of_Mother
New Jersey,2019,High school graduate or GED completed,3,11993,28.1
New Jersey,2019,9th through 12th grade with no diploma,2,2959,26.6
New Jersey,2019,9th through 12th grade with no diploma,2,3121,26.6
New Jersey,2019,8th grade or less,1,1916,30.3
New Jersey,2019,8th grade or less,1,1937,30.2
New Jersey,2019,Unknown or Not Stated,0,322,30.5
New Jersey,2019,Unknown or Not Stated,0,361,30.6
New Jersey,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1828,34.4
New Jersey,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1795,34.3
New Jersey,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7737,33.4
New Jersey,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8187,33.3
New Jersey,2020,"Bachelor's degree (BA, AB, BS)",6,12846,32.5
New Jersey,2020,"Bachelor's degree (BA, AB, BS)",6,13799,32.5
New Jersey,2020,"Associate degree (AA, AS)",5,3272,31.2
New Jersey,2020,"Associate degree (AA, AS)",5,3528,31
New Jersey,2020,"Some college credit, but not a degree",4,5798,29.6
New Jersey,2020,"Some college credit, but not a degree",4,5933,29.7
New Jersey,2020,High school graduate or GED completed,3,11290,28.4
New Jersey,2020,High school graduate or GED completed,3,11720,28.3
New Jersey,2020,9th through 12th grade with no diploma,2,2688,26.7
New Jersey,2020,9th through 12th grade with no diploma,2,2786,26.7
New Jersey,2020,8th grade or less,1,1913,30.4
New Jersey,2020,8th grade or less,1,1914,30.4
New Jersey,2020,Unknown or Not Stated,0,454,30.9
New Jersey,2020,Unknown or Not Stated,0,466,30.6
New Jersey,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2044,34.5
New Jersey,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2036,34.5
New Jersey,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8251,33.5
New Jersey,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8739,33.4
New Jersey,2021,"Bachelor's degree (BA, AB, BS)",6,13702,32.6
New Jersey,2021,"Bachelor's degree (BA, AB, BS)",6,14574,32.6
New Jersey,2021,"Associate degree (AA, AS)",5,3310,31.2
New Jersey,2021,"Associate degree (AA, AS)",5,3600,31.1
New Jersey,2021,"Some college credit, but not a degree",4,5923,30
New Jersey,2021,"Some college credit, but not a degree",4,6074,29.8
New Jersey,2021,High school graduate or GED completed,3,11548,28.4
New Jersey,2021,High school graduate or GED completed,3,11836,28.5
New Jersey,2021,9th through 12th grade with no diploma,2,2527,27
New Jersey,2021,9th through 12th grade with no diploma,2,2623,27
New Jersey,2021,8th grade or less,1,1736,30.1
New Jersey,2021,8th grade or less,1,1830,30
New Jersey,2021,Unknown or Not Stated,0,553,31.1
New Jersey,2021,Unknown or Not Stated,0,591,31.4
New Mexico,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,256,33.7
New Mexico,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,255,33.4
New Mexico,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,573,32.6
New Mexico,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,613,32.6
New Mexico,2016,"Bachelor's degree (BA, AB, BS)",6,1606,30.7
New Mexico,2016,"Bachelor's degree (BA, AB, BS)",6,1639,30.9
New Mexico,2016,"Associate degree (AA, AS)",5,1063,29
New Mexico,2016,"Associate degree (AA, AS)",5,1131,29
New Mexico,2016,"Some college credit, but not a degree",4,3250,26.8
New Mexico,2016,"Some college credit, but not a degree",4,3409,26.9
New Mexico,2016,High school graduate or GED completed,3,2892,25.9
New Mexico,2016,High school graduate or GED completed,3,3023,26
New Mexico,2016,9th through 12th grade with no diploma,2,2059,24.3
New Mexico,2016,9th through 12th grade with no diploma,2,2155,24.3
New Mexico,2016,8th grade or less,1,354,28.6
New Mexico,2016,8th grade or less,1,314,28.3
New Mexico,2016,Unknown or Not Stated,0,43,28.8
New Mexico,2016,Unknown or Not Stated,0,57,28
New Mexico,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,245,34
New Mexico,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,268,33.7
New Mexico,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,562,32.6
New Mexico,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,571,32.9
New Mexico,2017,"Bachelor's degree (BA, AB, BS)",6,1548,30.9
New Mexico,2017,"Bachelor's degree (BA, AB, BS)",6,1557,30.7
New Mexico,2017,"Associate degree (AA, AS)",5,1069,29.2
New Mexico,2017,"Associate degree (AA, AS)",5,1095,29.4
New Mexico,2017,"Some college credit, but not a degree",4,3142,27.2
New Mexico,2017,"Some college credit, but not a degree",4,3321,27.1
New Mexico,2017,High school graduate or GED completed,3,2838,26
New Mexico,2017,High school graduate or GED completed,3,2974,25.9
New Mexico,2017,9th through 12th grade with no diploma,2,1862,24.6
New Mexico,2017,9th through 12th grade with no diploma,2,2012,24.4
New Mexico,2017,8th grade or less,1,296,28.2
New Mexico,2017,8th grade or less,1,352,28
New Mexico,2017,Unknown or Not Stated,0,24,29.1
New Mexico,2017,Unknown or Not Stated,0,31,28
New Mexico,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,251,34.5
New Mexico,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,285,33.9
New Mexico,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,505,32.7
New Mexico,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,579,32.8
New Mexico,2018,"Bachelor's degree (BA, AB, BS)",6,1518,30.9
New Mexico,2018,"Bachelor's degree (BA, AB, BS)",6,1664,30.7
New Mexico,2018,"Associate degree (AA, AS)",5,1075,29.1
New Mexico,2018,"Associate degree (AA, AS)",5,1084,29
New Mexico,2018,"Some college credit, but not a degree",4,3175,27.3
New Mexico,2018,"Some college credit, but not a degree",4,3190,27.4
New Mexico,2018,High school graduate or GED completed,3,2788,26.1
New Mexico,2018,High school graduate or GED completed,3,2821,26
New Mexico,2018,9th through 12th grade with no diploma,2,1767,24.8
New Mexico,2018,9th through 12th grade with no diploma,2,1723,24.5
New Mexico,2018,8th grade or less,1,274,28.6
New Mexico,2018,8th grade or less,1,283,28.2
New Mexico,2018,Unknown or Not Stated,0,32,27
New Mexico,2018,Unknown or Not Stated,0,25,27.5
New Mexico,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,238,33.5
New Mexico,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,272,34.1
New Mexico,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,591,33
New Mexico,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,641,32.6
New Mexico,2019,"Bachelor's degree (BA, AB, BS)",6,1492,31
New Mexico,2019,"Bachelor's degree (BA, AB, BS)",6,1593,30.8
New Mexico,2019,"Associate degree (AA, AS)",5,1044,29.4
New Mexico,2019,"Associate degree (AA, AS)",5,1091,29
New Mexico,2019,"Some college credit, but not a degree",4,2998,27.5
New Mexico,2019,"Some college credit, but not a degree",4,3094,27.5
New Mexico,2019,High school graduate or GED completed,3,2883,26.2
New Mexico,2019,High school graduate or GED completed,3,2957,26.2
New Mexico,2019,9th through 12th grade with no diploma,2,1639,24.8
New Mexico,2019,9th through 12th grade with no diploma,2,1801,24.6
New Mexico,2019,8th grade or less,1,294,29.2
New Mexico,2019,8th grade or less,1,278,28.5
New Mexico,2019,Unknown or Not Stated,0,23,28.1
New Mexico,2019,Unknown or Not Stated,0,31,30.1
New Mexico,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,235,33.8
New Mexico,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,260,34.2
New Mexico,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,550,32.9
New Mexico,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,596,33.2
New Mexico,2020,"Bachelor's degree (BA, AB, BS)",6,1418,31
New Mexico,2020,"Bachelor's degree (BA, AB, BS)",6,1564,30.7
New Mexico,2020,"Associate degree (AA, AS)",5,997,29.4
New Mexico,2020,"Associate degree (AA, AS)",5,1059,29.1
New Mexico,2020,"Some college credit, but not a degree",4,2753,27.4
New Mexico,2020,"Some college credit, but not a degree",4,3043,27.4
New Mexico,2020,High school graduate or GED completed,3,2746,26.3
New Mexico,2020,High school graduate or GED completed,3,2899,26.3
New Mexico,2020,9th through 12th grade with no diploma,2,1587,24.8
New Mexico,2020,9th through 12th grade with no diploma,2,1621,25
New Mexico,2020,8th grade or less,1,244,28.6
New Mexico,2020,8th grade or less,1,275,28.9
New Mexico,2020,Unknown or Not Stated,0,30,29.5
New Mexico,2020,Unknown or Not Stated,0,26,27.4
New Mexico,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,203,34.3
New Mexico,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,237,34.2
New Mexico,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,654,33.2
New Mexico,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,757,33.1
New Mexico,2021,"Bachelor's degree (BA, AB, BS)",6,1505,31
New Mexico,2021,"Bachelor's degree (BA, AB, BS)",6,1621,30.9
New Mexico,2021,"Associate degree (AA, AS)",5,1015,29.3
New Mexico,2021,"Associate degree (AA, AS)",5,1061,29.4
New Mexico,2021,"Some college credit, but not a degree",4,2676,27.8
New Mexico,2021,"Some college credit, but not a degree",4,2865,27.8
New Mexico,2021,High school graduate or GED completed,3,2664,26.3
New Mexico,2021,High school graduate or GED completed,3,2694,26.3
New Mexico,2021,9th through 12th grade with no diploma,2,1401,24.7
New Mexico,2021,9th through 12th grade with no diploma,2,1470,25
New Mexico,2021,8th grade or less,1,240,27.8
New Mexico,2021,8th grade or less,1,262,28.5
New Mexico,2021,Unknown or Not Stated,0,29,27.3
New Mexico,2021,Unknown or Not Stated,0,37,27.8
New York,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4004,34.2
New York,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4183,34.1
New York,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16418,33.1
New York,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,17198,33.1
New York,2016,"Bachelor's degree (BA, AB, BS)",6,22703,32
New York,2016,"Bachelor's degree (BA, AB, BS)",6,24053,32
New York,2016,"Associate degree (AA, AS)",5,9301,30.4
New York,2016,"Associate degree (AA, AS)",5,9457,30.3
New York,2016,"Some college credit, but not a degree",4,18429,28.7
New York,2016,"Some college credit, but not a degree",4,19344,28.6
New York,2016,High school graduate or GED completed,3,25339,27.8
New York,2016,High school graduate or GED completed,3,26579,27.8
New York,2016,9th through 12th grade with no diploma,2,12413,26.4
New York,2016,9th through 12th grade with no diploma,2,12918,26.4
New York,2016,8th grade or less,1,5316,30.2
New York,2016,8th grade or less,1,5490,30.1
New York,2016,Unknown or Not Stated,0,543,29.3
New York,2016,Unknown or Not Stated,0,595,29.5
New York,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3958,34.4
New York,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4155,34.4
New York,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16167,33.3
New York,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,17163,33.2
New York,2017,"Bachelor's degree (BA, AB, BS)",6,22566,32.1
New York,2017,"Bachelor's degree (BA, AB, BS)",6,23576,32.2
New York,2017,"Associate degree (AA, AS)",5,8855,30.4
New York,2017,"Associate degree (AA, AS)",5,9334,30.5
New York,2017,"Some college credit, but not a degree",4,17639,28.8
New York,2017,"Some college credit, but not a degree",4,18628,28.8
New York,2017,High school graduate or GED completed,3,25372,27.9
New York,2017,High school graduate or GED completed,3,26414,27.9
New York,2017,9th through 12th grade with no diploma,2,11806,26.7
New York,2017,9th through 12th grade with no diploma,2,12348,26.8
New York,2017,8th grade or less,1,5054,30.3
New York,2017,8th grade or less,1,5492,30.6
New York,2017,Unknown or Not Stated,0,597,29.8
New York,2017,Unknown or Not Stated,0,613,29.7
New York,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4039,34.4
New York,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4389,34.4
New York,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16396,33.4
New York,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16993,33.3
New York,2018,"Bachelor's degree (BA, AB, BS)",6,22477,32.3
New York,2018,"Bachelor's degree (BA, AB, BS)",6,23631,32.2
New York,2018,"Associate degree (AA, AS)",5,8736,30.6
New York,2018,"Associate degree (AA, AS)",5,9232,30.6
New York,2018,"Some college credit, but not a degree",4,17314,29
New York,2018,"Some college credit, but not a degree",4,17768,29
New York,2018,High school graduate or GED completed,3,25376,28.1
New York,2018,High school graduate or GED completed,3,26375,28
New York,2018,9th through 12th grade with no diploma,2,10981,26.8
New York,2018,9th through 12th grade with no diploma,2,11414,26.8
New York,2018,8th grade or less,1,4712,30.6
New York,2018,8th grade or less,1,5063,30.6
New York,2018,Unknown or Not Stated,0,608,29.4
New York,2018,Unknown or Not Stated,0,734,30
New York,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3995,34.6
New York,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4183,34.6
New York,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16161,33.4
New York,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16869,33.4
New York,2019,"Bachelor's degree (BA, AB, BS)",6,22554,32.4
New York,2019,"Bachelor's degree (BA, AB, BS)",6,23609,32.3
New York,2019,"Associate degree (AA, AS)",5,8621,30.7
New York,2019,"Associate degree (AA, AS)",5,8981,30.6
New York,2019,"Some college credit, but not a degree",4,16529,29.1
New York,2019,"Some college credit, but not a degree",4,17233,29.1
New York,2019,High school graduate or GED completed,3,24859,28.1
New York,2019,High school graduate or GED completed,3,25842,28
New York,2019,9th through 12th grade with no diploma,2,10573,27
New York,2019,9th through 12th grade with no diploma,2,10989,26.9
New York,2019,8th grade or less,1,4408,30.6
New York,2019,8th grade or less,1,4576,30.5
New York,2019,Unknown or Not Stated,0,774,29.7
New York,2019,Unknown or Not Stated,0,783,29.7
New York,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3915,34.5
New York,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3985,34.4
New York,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,15548,33.5
New York,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16180,33.4
New York,2020,"Bachelor's degree (BA, AB, BS)",6,21216,32.4
New York,2020,"Bachelor's degree (BA, AB, BS)",6,22457,32.3
New York,2020,"Associate degree (AA, AS)",5,8279,30.8
New York,2020,"Associate degree (AA, AS)",5,8461,30.7
New York,2020,"Some college credit, but not a degree",4,15317,29.2
New York,2020,"Some college credit, but not a degree",4,16175,29.2
New York,2020,High school graduate or GED completed,3,23620,28.1
New York,2020,High school graduate or GED completed,3,24988,28.2
New York,2020,9th through 12th grade with no diploma,2,9458,27.2
New York,2020,9th through 12th grade with no diploma,2,9969,27.1
New York,2020,8th grade or less,1,4008,30.6
New York,2020,8th grade or less,1,4288,30.7
New York,2020,Unknown or Not Stated,0,711,29.2
New York,2020,Unknown or Not Stated,0,763,29.8
New York,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4079,34.7
New York,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4186,34.6
New York,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16441,33.6
New York,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,16755,33.6
New York,2021,"Bachelor's degree (BA, AB, BS)",6,22216,32.4
New York,2021,"Bachelor's degree (BA, AB, BS)",6,23356,32.4
New York,2021,"Associate degree (AA, AS)",5,8395,30.9
New York,2021,"Associate degree (AA, AS)",5,8663,30.8
New York,2021,"Some college credit, but not a degree",4,15063,29.5
New York,2021,"Some college credit, but not a degree",4,15693,29.4
New York,2021,High school graduate or GED completed,3,23529,28.2
New York,2021,High school graduate or GED completed,3,24891,28.2
New York,2021,9th through 12th grade with no diploma,2,8747,27.5
New York,2021,9th through 12th grade with no diploma,2,9182,27.2
New York,2021,8th grade or less,1,4007,30.8
New York,2021,8th grade or less,1,4016,30.6
New York,2021,Unknown or Not Stated,0,759,30.2
New York,2021,Unknown or Not Stated,0,764,30.3
North Carolina,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1419,33.6
North Carolina,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1523,33.6
North Carolina,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4923,32.6
North Carolina,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5294,32.6
North Carolina,2016,"Bachelor's degree (BA, AB, BS)",6,11594,31.1
North Carolina,2016,"Bachelor's degree (BA, AB, BS)",6,12640,31
North Carolina,2016,"Associate degree (AA, AS)",5,5348,29.5
North Carolina,2016,"Associate degree (AA, AS)",5,5696,29.6
North Carolina,2016,"Some college credit, but not a degree",4,13301,27.2
North Carolina,2016,"Some college credit, but not a degree",4,13939,27.2
North Carolina,2016,High school graduate or GED completed,3,13391,25.6
North Carolina,2016,High school graduate or GED completed,3,14052,25.6
North Carolina,2016,9th through 12th grade with no diploma,2,6433,24.6
North Carolina,2016,9th through 12th grade with no diploma,2,6360,24.5
North Carolina,2016,8th grade or less,1,2180,30.2
North Carolina,2016,8th grade or less,1,2349,30.3
North Carolina,2016,Unknown or Not Stated,0,159,29.1
North Carolina,2016,Unknown or Not Stated,0,178,29.6
North Carolina,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1471,33.8
North Carolina,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1546,33.7
North Carolina,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4980,32.7
North Carolina,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5274,32.8
North Carolina,2017,"Bachelor's degree (BA, AB, BS)",6,11351,31.2
North Carolina,2017,"Bachelor's degree (BA, AB, BS)",6,12155,31.2
North Carolina,2017,"Associate degree (AA, AS)",5,5374,29.6
North Carolina,2017,"Associate degree (AA, AS)",5,5774,29.6
North Carolina,2017,"Some college credit, but not a degree",4,13267,27.3
North Carolina,2017,"Some college credit, but not a degree",4,13599,27.2
North Carolina,2017,High school graduate or GED completed,3,13811,25.6
North Carolina,2017,High school graduate or GED completed,3,14441,25.7
North Carolina,2017,9th through 12th grade with no diploma,2,6058,24.9
North Carolina,2017,9th through 12th grade with no diploma,2,6363,24.8
North Carolina,2017,8th grade or less,1,2191,30.4
North Carolina,2017,8th grade or less,1,2199,30.3
North Carolina,2017,Unknown or Not Stated,0,131,29.5
North Carolina,2017,Unknown or Not Stated,0,140,29.2
North Carolina,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1451,33.8
